"281471446763535","281471446763593","DCH","RU","Russian Federation","Voronezhskaya oblast'","Gor'kogo","LLC Internet Tehnologii","noc.su","DCH","39238","OKB Progress LLC","1","-"
"281471446786795","281471446786795","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Hoofddorp","Moneroj s.r.o.","moneroj.eu","DCH","2914","NTT America Inc.","1","-"
"281471446835762","281471446835762","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","1337 Services GmbH","rdp.sh","DCH","210558","1337 Services GmbH","25","SCANNER"
"281471446907940","281471446907940","PUB","TR","Turkiye","Istanbul","Istanbul","Talido Bilisim Teknolojileri Sanayi ve Ticaret Anonim Sirketi","sunucucozumleri.com","DCH","210538","KEYUBU Internet ve Bilisim Tic. Ltd. Sti.","30","-"
"281471446948211","281471446948211","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","LLC Flex","cloud4y.ru","DCH","56971","CGI Global Limited","1","BOTNET"
"281471446979467","281471446979467","PUB","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","TD-K A/S","td-k.dk","DCH","23532","Iovz Networks Inc","27","-"
"281471447036102","281471447036102","VPN","FR","France","Ile-de-France","Paris","VPN Consumer Paris France","panq.nl","DCH","206092","F.N.S. Holdings Limited","1","-"
"281471447116100","281471447116164","DCH","FI","Finland","Uusimaa","Helsinki","CGI Global Limited","cloudbackbone.net","DCH","56594","CGI Global Limited","1","-"
"281471447144009","281471447144010","VPN","DE","Germany","Hessen","Frankfurt am Main","Fine Group Servers Solutions LLC","finegroupservers.com","DCH","59651","Alex Largman","1","-"
"281471447152513","281471447152514","PUB","DE","Germany","Hessen","Frankfurt am Main","FRAConnect","wookra.com","DCH","204646","Web2Objects GmbH","30","-"
"281471447193669","281471447193669","PUB","DE","Germany","-","-","DC Net","dc.gov","GOV","-","-","1","-"
"281471447261460","281471447261460","PUB","VE","Venezuela (Bolivarian Republic of)","Distrito Capital","Caracas","Proytel Connections C.A","proytelconnections.com","DCH","267693","Proytel Connections C.A","30","-"
"281471447498065","281471447498065","PUB","BR","Brazil","Sao Paulo","Sorocaba","Gamers Club Ltda","gamersclub.com.br","DCH","268624","Gamers Club Ltda","30","-"
"281471447870027","281471447870027","PUB","AR","Argentina","Santa Fe","Perez","Wi-Net S.A.S.","wninternet.com","DCH","52465","Wnet Internet Y Hosting","30","-"
"281471448240155","281471448240155","PUB","BR","Brazil","Sao Paulo","Guarulhos","Agil Comercial do Brasil Inf. E Com. Ltda","equinix.com","DCH","268910","Agil Comercial do Brasil Inf. E Com. Ltda","2","-"
"281471448558888","281471448558888","PUB","CL","Chile","Region Metropolitana de Santiago","Santiago","Exadatta Servicios Informaticos Limitada","gohosted.eu","DCH","28098","Abgon Comunicaciones","30","-"
"281471448785285","281471448785285","PUB","BR","Brazil","Minas Gerais","Itamarandiba","Volarehost Internet Ltda ME","volarehost.com.br","DCH","269353","Volarehost Internet Ltda ME","30","-"
"281471448854008","281471448854008","PUB","BR","Brazil","Minas Gerais","Sarzedo","Delta Telecom","delta-telecom.net","DCH","269357","Delta Telecom","30","-"
"281471448947327","281471448947329","DCH","US","United States of America","New York","New York City","Cloud Colibri S.A","cloudcolibrisa.com","DCH","266842","Hnhosting.net S.A.","1","-"
"281471449150464","281471449150527","DCH","BR","Brazil","Parana","Curitiba","Nova Era Telecomunicacoes - Servicos de Internet","icloud.com","DCH","269598","Nova Era Telecomunicacoes - Servicos de Internet","1","-"
"281471449315815","281471449315815","PUB","ZA","South Africa","Western Cape","Cape Town","IT Host BLSYNC","blsync.com","DCH","202656","Ivanov Vitaliy Sergeevich","6","-"
"281471449359439","281471449359439","PUB","DE","Germany","Hessen","Frankfurt am Main","Arisk Communications inc","ariskisp.com","DCH","395793","Arisk Communications Inc.","28","-"
"281471449360772","281471449360772","PUB","TW","Taiwan (Province of China)","Taipei","Taipei","Arisk Communications inc","ariskisp.com","DCH","395793","Arisk Communications Inc.","30","-"
"281471449362336","281471449362336","PUB","PH","Philippines","National Capital Region","Manila","Arisk Communications inc","ariskisp.com","DCH","395793","Arisk Communications Inc.","30","-"
"281471449433282","281471449433283","DCH","JP","Japan","Tokyo","Tokyo","Arisk Communications inc","ariskisp.com","DCH","395793","Arisk Communications Inc.","1","-"
"281471449513871","281471449513871","PUB","JP","Japan","Tokyo","Tokyo","Arisk Communications inc","ariskisp.com","DCH","395793","Arisk Communications Inc.","29","-"
"281471449547418","281471449547418","PUB","PK","Pakistan","Punjab","Faisalabad","Login.me Private Limited","login.me","DCH","131471","Login.Me (Pvt) Ltd","30","-"
"281471449571606","281471449571606","PUB","ID","Indonesia","Jakarta Raya","Jakarta","Cloud Innovation Ltd","cloudinnovation.com","DCH","-","-","30","-"
"281471449613191","281471449613192","PUB","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul","Arisk Communications inc","ariskisp.com","DCH","395793","Arisk Communications Inc.","30","-"
"281471449741068","281471449741068","PUB","HK","Hong Kong","Hong Kong","Hong Kong","Arisk Communications inc","ariskisp.com","DCH","395793","Arisk Communications Inc.","8","-"
"281471449748875","281471449748875","PUB","ID","Indonesia","Jakarta Raya","Jakarta","Cloud Innovation Ltd","cloudinnovation.com","DCH","-","-","30","-"
"281471449793431","281471449793431","DCH","SG","Singapore","Singapore","Singapore","Hongkong Lightlayer Technology","cloudinnovation.com","DCH","-","-","1","-"
"281471449795971","281471449795971","DCH","TW","Taiwan (Province of China)","Taipei","Taipei","Cloud Innovation Ltd","cloudinnovation.com","DCH","-","-","1","-"
"281471449820304","281471449820304","PUB","CH","Switzerland","Bern","Bern","IT Host BLSYNC","blsync.com","DCH","44559","IT Hostline Ltd","30","-"
"281471449868431","281471449868442","DCH","LK","Sri Lanka","Western Province","Colombo","IT Host BLSYNC","blsync.com","DCH","202656","Ivanov Vitaliy Sergeevich","1","-"
"281471449895440","281471449895440","PUB","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","Arisk Communications Inc.","ariskisp.com","DCH","395793","Arisk Communications Inc.","30","-"
"281471449924090","281471449924095","DCH","KH","Cambodia","Phnom Penh","Phnom Penh","King Technologies Co. Ltd","cloudinnovation.com","DCH","131178","Ezecom Co. Ltd.","1","-"
"281471450056341","281471450056342","DCH","SG","Singapore","Singapore","Singapore","Cloud Innovation Ltd","cloudinnovation.com","DCH","17561","LARUS Limited","1","-"
"281471450070773","281471450070773","DCH","DE","Germany","Hessen","Frankfurt am Main","Cloud Innovation Ltd","cloudinnovation.com","DCH","17561","LARUS Limited","1","-"
"281471450160938","281471450160938","PUB","US","United States of America","California","Los Angeles","Vapeline Technology","vapeline-idc.com","DCH","8796","Fastnet Data Inc","30","-"
"281471450322531","281471450322756","VPN","TR","Turkiye","Ankara","Ankara","IT BLSYNC","clouvider.net","DCH","44559","IT Hostline Ltd","1","-"
"281471451487736","281471451487743","DCH","CL","Chile","Region Metropolitana de Santiago","Santiago","Grupo ZGH SpA","zglobalhost.com","DCH","263702","Grupo ZGH SpA","1","-"
"281471451652011","281471451652011","PUB","BR","Brazil","Bahia","Salvador","Alt Telecom","alttelecom.com","DCH","267052","Alt Telecom","4","-"
"281471451834919","281471451834920","PUB","VE","Venezuela (Bolivarian Republic of)","Distrito Capital","Caracas","Soluciones DCN Network C.A","dcnnetwork.com.ve","DCH","266742","Soluciones DCN Network C.A","30","-"
"281471452144457","281471452144457","PUB","AR","Argentina","Ciudad Autonoma de Buenos Aires","Buenos Aires","Doval Manuel Angel","inetgaming.com.ar","DCH","266777","Doval Manuel Angel (iNetGaming)","30","-"
"281471452412268","281471452412269","DCH","CL","Chile","Region Metropolitana de Santiago","Pirque","Sociedad Pirque Net Limitada","pirque.net","DCH","266852","Sociedad Pirque Net Limitada","1","-"
"281471452982044","281471452982048","DCH","IN","India","Haryana","Gurgaon","Lightstorm Telecom Connectivity Private Limited","lightstorm.net","DCH","135709","Lightstorm Telecom Connectivity Private Limited","1","-"
"281471453063723","281471453063725","DCH","SG","Singapore","Singapore","Singapore","DZCRD Networks Ltd","dzcrd.com","DCH","132817","DZCRD Networks Ltd","1","-"
"281471453247758","281471453247758","PUB","SG","Singapore","Singapore","Singapore","DZCRD Networks Ltd","dzcrd.com","DCH","132817","DZCRD Networks Ltd","30","-"
"281471453361284","281471453361284","VPN","HK","Hong Kong","Hong Kong","Hong Kong","LiaSail Hong Kong","liasail.com","DCH","17497","LiaSail Global Hongkong Limited","4","-"
"281471453786371","281471453786383","DCH","DE","Germany","Sachsen","Falkenstein","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH","1","-"
"281471453812928","281471453812943","DCH","DE","Germany","Sachsen","Falkenstein","MOA Software","hetzner.de","DCH","24940","Hetzner Online GmbH","1","-"
"281471454024117","281471454024122","DCH","RU","Russian Federation","Moskva","Zelenograd","Biterika Group LLC","biterika.ru","DCH","35048","Biterika Group LLC","1","-"
"281471454040195","281471454040195","DCH","RU","Russian Federation","Tverskaya oblast'","Tver'","LAN-Service Ltd.","net-art.cz","DCH","60931","LAN-Service Ltd.","1","-"
"281471454043505","281471454043530","DCH","RU","Russian Federation","Tverskaya oblast'","Tver'","LAN-Service Ltd.","net-art.cz","DCH","60931","LAN-Service Ltd.","1","-"
"281471454052378","281471454052378","DCH","RU","Russian Federation","Volgogradskaya oblast'","Kamyshin","KTO OOO","net-art.cz","DCH","196768","KTO OOO","1","-"
"281471454074168","281471454074172","DCH","RU","Russian Federation","Moskva","Zelenograd","Biterika Group LLC","biterika.ru","DCH","35048","Biterika Group LLC","1","-"
"281471454614272","281471454614527","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Administrator Systems AS","administrator.no","DCH","20741","Administrator Systems AS","1","-"
"281471454673986","281471454673986","DCH","RU","Russian Federation","Moskva","Moscow","FreeNet L.L.C-FZ","freenetworks.net","DCH","43297","VDS-Telecom LLC.","1","-"
"281471454817632","281471454817633","DCH","DE","Germany","Hessen","Marburg an der Lahn","myLoc Colocation/Enterprise Line","myloc.de","DCH","24961","Wiit AG","1","-"
"281471454898189","281471454898189","VPN","SE","Sweden","Hallands lan","Falkenberg","GleSYS AB","glesys.se","DCH","42708","GleSYS AB","1","SCANNER"
"281471454995643","281471454995643","DCH","AZ","Azerbaijan","Baki","Baku","A2Z Technologies CJSC","a2z.az","DCH","211995","A2Z Technologies CJSC","1","-"
"281471454997112","281471454997116","DCH","AZ","Azerbaijan","Baki","Baku","A2Z Technologies CJSC","a2z.az","DCH","211995","A2Z Technologies CJSC","1","-"
"281471455030519","281471455030519","PUB","NL","Netherlands (Kingdom of the)","Limburg","Kerkrade","Bullet Group LTD","bullethost.net","DCH","215762","Bullet Group LTD","30","-"
"281471455355728","281471455355728","PUB","BY","Belarus","Minskaya voblasts'","Minsk","Business Network Ltd","bn.by","DCH","12406","Business Network Ltd","30","-"
"281471455438228","281471455438245","DCH","RU","Russian Federation","Moskva","Moscow","LLC Baxet","baxet.com","DCH","49392","LLC Baxet","1","-"
"281471455663872","281471455664082","DCH","UA","Ukraine","Kyiv","Kyiv","UAB Porenta","interlink.eu.com","DCH","48674","UAProstir Ltd.","1","-"
"281471455678617","281471455678617","DCH","US","United States of America","New York","New York City","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281471455681025","281471455681026","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281471455847741","281471455847748","DCH","UA","Ukraine","Sevastopol","Sevastopol","Lancom Ltd Russia Sevastopol","sevstar.net","DCH","35816","Lancom Ltd.","1","-"
"281471455853661","281471455853667","DCH","UA","Ukraine","Sevastopol","Sevastopol","Lancom Ltd Russia Sevastopol","sevstar.net","DCH","35816","Lancom Ltd.","1","-"
"281471455948371","281471455948371","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","Saint Albans","Internet Utilities Europe and Asia Limited","cyberassets.ae","DCH","25369","Hydra Communications Ltd","15","-"
"281471455974747","281471455974747","PUB","UA","Ukraine","Odeska oblast","Odessa","Skyline Electronics Ltd.","skylinetele.com","DCH","44078","Skyline Electronics Ltd.","30","-"
"281471456324603","281471456324603","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","York","VPN Tunnels","iomart.com","DCH","35425","iomart Managed Services Limited","1","-"
"281471456388238","281471456388238","PUB","RU","Russian Federation","Moskovskaya oblast'","Fryazino","LLC TRC Fiord","fiord.ru","DCH","51369","LLC TRC Fiord","30","-"
"281471456394033","281471456394045","DCH","RU","Russian Federation","Moskovskaya oblast'","Fryazino","LLC TRC Fiord","fiord.ru","DCH","51369","LLC TRC Fiord","1","-"
"281471457555179","281471457555179","DCH","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","MRF Center","mrfcenter.ru","DCH","12389","PJSC Rostelecom","1","-"
"281471457615919","281471457615919","PUB","FI","Finland","Uusimaa","Helsinki","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH","30","-"
"281471459938249","281471459938249","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua","DCH","15377","Traditional LLC","30","-"
"281471459944896","281471459944896","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua","DCH","15377","Traditional LLC","30","-"
"281471459946820","281471459946820","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua","DCH","15377","Traditional LLC","30","-"
"281471459949320","281471459949320","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua","DCH","15377","Traditional LLC","30","-"
"281471459952385","281471459952387","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua","DCH","15377","Traditional LLC","1","-"
"281471459954009","281471459954012","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua","DCH","15377","Traditional LLC","1","-"
"281471459955383","281471459955385","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua","DCH","15377","Traditional LLC","1","-"
"281471459958158","281471459958158","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua","DCH","15377","Traditional LLC","30","-"
"281471459963747","281471459963747","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua","DCH","15377","Traditional LLC","30","-"
"281471459972879","281471459972879","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua","DCH","15377","Traditional LLC","1","-"
"281471460123817","281471460123817","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-"
